positive,negative,not,degree-1,degree-2,degree-3,degree-4,degree-5,degree-6
壯美,懵裡懵懂,,,,,,,
壯實,懵懵懂懂,,,,,,,
狀況良好,闕陋,,,,,,,
諄,闕略,,,,,,,
諄諄,湎,,,,,,,
準,溲,,,,,,,
準點,溷濁,,,,,,,
準期,滂,,,,,,,
準確,澹然,,,,,,,
準確無誤,蹇,,,,,,,
準時,遴,,,,,,,
卓,邋里邋遢,,,,,,,
卓爾不群,邋遢,,,,,,,
卓然,邋邋遢遢,,,,,,,
卓越,孱,,,,,,,
卓越超群,孱弱,,,,,,,
卓著,羼,,,,,,,
卓犖,媸,,,,,,,
卓躒,孑,,,,,,,
桌面兒上,孑然,,,,,,,
茁,孑然一身,,,,,,,
茁壯,孑身,,,,,,,
著邊,駑,,,,,,,
著邊兒,駑鈍,,,,,,,
灼,駢枝,,,,,,,
灼亮,絀,,,,,,,
灼然,緲,,,,,,,
灼然可見,縟,,,,,,,
灼然無疑,縹緲,,,,,,,
灼灼,繚亂,,,,,,,
資深,么麼,,,,,,,
滋潤,杌,,,,,,,
孜孜,桀,,,,,,,
孜孜不倦,桀驁不馴,,,,,,,
仔細,棼,,,,,,,
仔仔細細,槁,,,,,,,
自卑,軔,,,,,,,
自不待言,輇,,,,,,,
自動,曖,,,,,,,
自覺自願,曖昧,,,,,,,
自來熟,暝,,,,,,,
自明,毿毿,,,,,,,
自然,虢,,,,,,,
自如,朦,,,,,,,
自行,朦朧,,,,,,,
自由,朦朦朧朧,,,,,,,
自由主義,羶,,,,,,,
自由自在,羶氣,,,,,,,
自在,羶腥,,,,,,,
自尊,熹微,,,,,,,
足色,戾,,,,,,,
足月,恝,,,,,,,
足智多謀,恝然,,,,,,,
嘴緊,恣,,,,,,,
嘴快,恣肆,,,,,,,
嘴穩,恣意,,,,,,,
最高,戇,,,,,,,
最高階,戇頭戇腦,,,,,,,
最好,沓,,,,,,,
最佳,磽,,,,,,,
最理想,磽薄,,,,,,,
最新,磽瘠,,,,,,,
最主要,磣,,,,,,,
最著名,睨,,,,,,,
尊貴,瞀,,,,,,,
做得好,瞑,,,,,,,
作為消遣,瞽,,,,,,,
作興,錙銖必較,,,,,,,
丕,鷙,,,,,,,
亙古未有,鷙悍,,,,,,,
孛,疣贅,,,,,,,
廝熟,瘠,,,,,,,
剴,瘠薄,,,,,,,
剡,癃,,,,,,,
剽悍,癲狂,,,,,,,
仡,窈冥,,,,,,,
仞,窶,,,,,,,
佶,窳,,,,,,,
侃,窳敗,,,,,,,
佼,窳惰,,,,,,,
儼,窳劣,,,,,,,
儼然,褊,,,,,,,
俅,褊急,,,,,,,
倩,褊狹,,,,,,,
俳諧,褶,,,,,,,
倬,矜持,,,,,,,
倜儻,矜誇,,,,,,,
倜儻不群,聒,,,,,,,
倜儻不羈,聒噪,,,,,,,
儻,顓,,,,,,,
僖,顓蒙,,,,,,,
僭,顢頇,,,,,,,
儇,蚍蜉撼大樹,,,,,,,
裒,蚍蜉撼樹,,,,,,,
冥,蚩,,,,,,,
詼諧,蜻蜓點水,,,,,,,
諳練,篤,,,,,,,
讜,簞食瓢飲,,,,,,,
謐,趄,,,,,,,
謐靜,蹩腳,,,,,,,
勱,靄靄,,,,,,,
劬,齟,,,,,,,
劭,齟齬,,,,,,,
矍鑠,齬,,,,,,,
懿,齷,,,,,,,
芊,齷齪,,,,,,,
芊眠,鯫,,,,,,,
芊綿,饕,,,,,,,
芊芊,黝,,,,,,,
芾,黝暗,,,,,,,
蘢,黝黯,,,,,,,
蘢蔥,黠,,,,,,,
苒,黠慧,,,,,,,
茌,黷,,,,,,,
薈,黲,,,,,,,
犖,黯,,,,,,,
犖犖,黯淡,,,,,,,
犖犖大者,黯然,,,,,,,
藎,懶懶,,,,,,,
鶯聲燕語,破破,,,,,,,
菁,差池,,,,,,,
菁菁,歹過,,,,,,,
萋,遭到,,,,,,,
萋萋,壞壞,,,,,,,
菀,醉態,,,,,,,
蓁,僵固,,,,,,,
蓊,慘綠,,,,,,,
蓊鬱,逼問,,,,,,,
蕃,禁忌,,,,,,,
蕃茂,逕自,,,,,,,
蕻,異樣,,,,,,,
奕,深恐,,,,,,,
奘,淒惻,,,,,,,
撟,浮華,,,,,,,
掬誠,冒昧,,,,,,,
叱吒風雲,阻斷,,,,,,,
呱呱叫,怪胎,,,,,,,
哏,怪人,,,,,,,
噱頭,奈何,,,,,,,
岑寂,沒得,,,,,,,
嶷,沉陷,,,,,,,
徼倖,自憐,,,,,,,
狷,不定,,,,,,,
狷介,緊張,,,,,,,
猗,被迫,,,,,,,
饈,猖獗,,,,,,,
憮,指使,,,,,,,
怡,鬱結,,,,,,,
怡和,變餿,,,,,,,
怡然,變節,,,,,,,
恂,變臭,,,,,,,
恪,變兇,,,,,,,
悃,竊聽,,,,,,,
愣是,竊盜,,,,,,,
愣要,竊取,,,,,,,
愀,髒話,,,,,,,
懍,顫慄,,,,,,,
閎,魔影,,,,,,,
闃,魔鬼,,,,,,,
闃寂,鹹溼,,,,,,,
闃然,觸礁,,,,,,,
闐,孽子,,,,,,,
泱泱,顛躓,,,,,,,
泠然,難辛,,,,,,,
泠泠,礙事,,,,,,,
泠泠作響,懶人,,,,,,,
洌,懲處,,,,,,,
浹,壟斷,,,,,,,
洵,壞蛋,,,,,,,
瀏,鬆裂,,,,,,,
灩,離譜,,,,,,,
瀅,離棄,,,,,,,
瀟,雜碎,,,,,,,
瀟灑,雜音,,,,,,,
澹,藏匿,,,,,,,
澹泊,翹課,,,,,,,
灝,竄改,,,,,,,
宓,隱疾,,,,,,,
謇,謊話,,,,,,,
逍遙,糟蹋,,,,,,,
逍遙自在,濫殺,,,,,,,
遐邇聞名,濫用,,,,,,,
邃,濕悶,,,,,,,
妍,嚇破,,,,,,,
妍麗,駭浪,,,,,,,
嫵,駭人,,,,,,,
嫵媚,錯失,,,,,,,
嬈,選錯,,,,,,,
姝,遲遲,,,,,,,
孌,遲頓,,,,,,,
姣,遲延,,,,,,,
姣好,蹂躪,,,,,,,
姣美,賴賬,,,,,,,
奼,諱言,,,,,,,
娉,蕩然無存,,,,,,,
娉娉嫋嫋,罹難,,,,,,,
娉婷,積弊,,,,,,,
嫻,燒壞,,,,,,,
嫻靜,橫行,,,,,,,
嫻淑,擅闖,,,,,,,
嫻熟,戰亂,,,,,,,
嫻雅,鬧僵,,,,,,,
娓娓,醉漢,,,,,,,
娓娓動聽,醉客,,,,,,,
婀娜,踩壞,,,,,,,
婀娜多姿,賣淫,,,,,,,
嬋蟬,賣弄,,,,,,,
嬋娟,豬哥,,,,,,,
嬋媛,衝撞,,,,,,,
婷,罷免,,,,,,,
婷婷,瞎說,,,,,,,
婷婷嫋嫋,瞎搞,,,,,,,
嫣,瞎猜,,,,,,,
嫣然,瘦小,,,,,,,
孳,暴露,,,,,,,
驍,暴政,,,,,,,
驍悍,敵方,,,,,,,
驍勇,憤激,,,,,,,
驃,憔悴,,,,,,,
驃勇,寫錯,,,,,,,
綺,僻暗,,,,,,,
綺麗,障礙,,,,,,,
縝,酷吏,,,,,,,
縝密,誤斷,,,,,,,
縹,誤擊,,,,,,,
瑋,誤事,,,,,,,
琦,蒙騙,,,,,,,
瑕不掩瑜,舞弊,,,,,,,
璀璨,腐肉,,,,,,,
璀璨奪目,肇禍,,,,,,,
璞玉渾金,聚斂,,,,,,,
璨然,罰鍰,,,,,,,
韙,禍患,,,,,,,
梟,疑懼,,,,,,,
栩栩,疑雲,,,,,,,
栩栩如活,摔壞,,,,,,,
栩栩如生,慣壞,,,,,,,
軔,慘澹,,,,,,,
戛戛,慘重,,,,,,,
臧,寥落,,,,,,,
杲,厭世,,,,,,,
杲杲,匱乏,,,,,,,
炅,隕落,,,,,,,
昶,遊蕩,,,,,,,
晟,遇難,,,,,,,
曄,誇口,,,,,,,
賅博,罪証,,,,,,,
肜,禁嚴,,,,,,,
肫,禁賽,,,,,,,
膾炙人口,禁果,,,,,,,
腴,畸零,,,,,,,
膂力過人,煩雜,,,,,,,
颯爽,滅口,,,,,,,
颯爽英姿,滅亡,,,,,,,
斐,溽熱,,,,,,,
斐然,損傷,,,,,,,
旖旎,慌張,,,,,,,
煒,愁顏,,,,,,,
炫目,愁煞,,,,,,,
燁,惹惱,,,,,,,
熠,惹毛,,,,,,,
熠耀,微恙,,,,,,,
熠熠,嫌隙,,,,,,,
熠熠生輝,傾軋,,,,,,,
戾,傻傻,,,,,,,
禎,傻氣,,,,,,,
祺,傻事,,,,,,,
恣肆,亂罵,,,,,,,
愨,亂蓋,,,,,,,
懋,亂象,,,,,,,
戇直,亂來,,,,,,,
眇,亂扭,,,,,,,
睿,飲泣,,,,,,,
睿哲,間諜,,,,,,,
睿智,開脫,,,,,,,
釤,辜負,,,,,,,
錚,貶抑,,,,,,,
錚亮,詐領,,,,,,,
錚錚,詐欺,,,,,,,
錚錚鐵骨,詆毀,,,,,,,
鏗鏘,虛報,,,,,,,
錆,窘境,,,,,,,
錟,窘況,,,,,,,
鍥而不捨,盜獵,,,,,,,
馥郁,盜賣,,,,,,,
馥馥,盜採,,,,,,,
穰穰,發黑,,,,,,,
皎,發昏,,,,,,,
皎白,無神,,,,,,,
皎潔,無奈,,,,,,,
皎皎,滋事,,,,,,,
皓,欺騙,,,,,,,
皓月當空,欺詐,,,,,,,
鸞鳳和鳴,欺負,,,,,,,
竦,欺侮,,,,,,,
窈冥,森冷,,,,,,,
窈窕,惡少,,,,,,,
虔,悲歌,,,,,,,
虔誠,尋釁,,,,,,,
虔敬,唾棄,,,,,,,
虔心,勞民,,,,,,,
篤,鳥話,,,,,,,
篤誠,頂嘴,,,,,,,
篤厚,陷落,,,,,,,
篤實,陷入,,,,,,,
篤學,陰慘,,,,,,,
嫋,陰寒,,,,,,,
嫋娜,陰狠,,,,,,,
嫋嫋婷婷,陰雨,,,,,,,
粲,貪嘴,,,,,,,
粲然,貪嗔,,,,,,,
粼,貧微,,,,,,,
粼粼,細弱,,,,,,,
艮,竟敢,,,,,,,
翕,眼紅,,,,,,,
翕然,疏離,,,,,,,
翩然,疏失,,,,,,,
翩若驚鴻,異類,,,,,,,
翩翩,異教,,,,,,,
翩躚,異色,,,,,,,
赳赳,猜錯,,,,,,,
醍醐灌頂,牽累,,,,,,,
躚,混為一談,,,,,,,
觥籌交錯,淪喪,,,,,,,
靚,殺意,,,,,,,
靚麗,敗仗,,,,,,,
霽月光風,敗亡,,,,,,,
雋永,悽厲,,,,,,,
鑫,強占,,,,,,,
鯁直,崩盤,,,,,,,
髀肉復生,勒令,,,,,,,
魅人,偽飾,,,,,,,
精致,偷聽,,,,,,,
順順,做假,,,,,,,
款款,鬼扯,,,,,,,
獻敬,針鋒相對,,,,,,,
賞心,軒然大波,,,,,,,
智心,荒田,,,,,,,
能詩,草包,,,,,,,
良率,臭屁,,,,,,,
上眼,破爛,,,,,,,
極大,破落,,,,,,,
確知,破損,,,,,,,
無傷,病痛,,,,,,,
富含,疼痛,,,,,,,
勝於,疲軟,,,,,,,
首位,疲乏,,,,,,,
正式,狹小,,,,,,,
可為,涉嫌,,,,,,,
艷麗,涉案,,,,,,,
變好,浩劫,,,,,,,
鮮豔,悖離,,,,,,,
濟濟,弱者,,,,,,,
奮力,差錯,,,,,,,
善戰,剝削,,,,,,,
沈醉,凍結,,,,,,,
戒慎,凌辱,,,,,,,
壯大,凌虐,,,,,,,
不移,凄厲,,,,,,,
力圖,冤案,,,,,,,
變新,冤枉,,,,,,,
警醒,倭寇,,,,,,,
擺平,倉卒,,,,,,,
擅於,陋習,,,,,,,
廣大,陋俗,,,,,,,
嬌小,重創,,,,,,,
增長,苦頭,,,,,,,
說服力,苦於,,,,,,,
認清,胡鬧,,,,,,,
慇懃,背棄,,,,,,,
夢幻,看壞,,,,,,,
解套,相剋,,,,,,,
義氣,相忌,,,,,,,
進展,玷污,,,,,,,
喜用,狡滑,,,,,,,
猛進,牴觸,,,,,,,
高挺,為患,,,,,,,
能夠,流弊,,,,,,,
紓困,流氓,,,,,,,
殷盼,毒打,,,,,,,
美豔,毒手,,,,,,,
美艷,染指,,,,,,,
恰可,枯瘦,,,,,,,
勃興,枯黃,,,,,,,
亮相,施暴,,,,,,,
易讀,拜金,,,,,,,
奇譚,怨別,,,,,,,
具足,怒視,,,,,,,
享用,怒捶,,,,,,,
攻得,怒氣,,,,,,,
行家,怒吼,,,,,,,
有賴,幽怨,,,,,,,
收復,哀淒,,,,,,,
好認,叛黨,,,,,,,
在望,叛國,,,,,,,
玄奇,俘虜,,,,,,,
永保,侵權,,,,,,,
主流,阻力,,,,,,,
少壯,狐媚,,,,,,,
及早,爭辯,,,,,,,
稱雄,爭端,,,,,,,
超前,爭執,,,,,,,
勝利,泡影,,,,,,,
盛事,歧途,,,,,,,
振興,杯葛,,,,,,,
放心,拘泥,,,,,,,
奇葩,拖慢,,,,,,,
有志,拖欠,,,,,,,
懿美,怕死,,,,,,,
賺到,延誤,,,,,,,
勵學,官腔,,,,,,,
優勢,孤零,,,,,,,
親和,委頓,,,,,,,
戰勝,委曲,,,,,,,
學好,受寒,,,,,,,
毅力,取笑,,,,,,,
盡興,乖舛,,,,,,,
煇煌,邪道,,,,,,,
新意,走音,,,,,,,
慈愛,走狗,,,,,,,
愛妻,私製,,,,,,,
圓滿,狂叫,,,,,,,
勤學,災變,,,,,,,
雅致,忘本,,,,,,,
超然,弄髒,,,,,,,
超強,弄亂,,,,,,,
無慮,妨礙,,,,,,,
無過,妒心,,,,,,,
期許,困擾,,,,,,,
最優,困惑,,,,,,,
智者,告吹,,,,,,,
智巧,呆帳,,,,,,,
揚名,呆人,,,,,,,
復原,吵到,,,,,,,
尊嚴,劫掠,,,,,,,
善用,冷嘲,,,,,,,
勝仗,冷感,,,,,,,
推薦,冷汗,,,,,,,
高論,作假,,,,,,,
起勁,低靡,,,,,,,
討喜,低矮,,,,,,,
殷切,串謀,,,,,,,
殉國,行乞,,,,,,,
振奮,血光,,,,,,,
剛猛,自滅,,,,,,,
首倡,老千,,,,,,,
英傑,污跡,,,,,,,
美事,死敵,,,,,,,
美化,死當,,,,,,,
亭亭,有染,,,,,,,
長命,早洩,,,,,,,
矻矻,扣住,,,,,,,
知恥,忙亂,,,,,,,
欣欣,好色,,,,,,,
忠愛,奸臣,,,,,,,
奇準,多舛,,,,,,,
具体,劣幣,,,,,,,
良方,劣勢,,,,,,,
沈穩,仿冒,,,,,,,
沈著,丟失,,,,,,,
快感,白痴,,,,,,,
含笑,犯規,,,,,,,
助人,氾濫,,,,,,,
自期,本末倒置,,,,,,,
安睡,斥為,,,,,,,
安閒,打死,,,,,,,
安心,扒竊,,,,,,,
好懂,失職,,,,,,,
好報,失勢,,,,,,,
必勝,失策,,,,,,,
互利,失敗,,,,,,,
不虞,失措,,,,,,,
才女,失掉,,,,,,,
大勇,失真,,,,,,,
讚許,失查,,,,,,,
讚好,失信,,,,,,,
靈妙,失法,,,,,,,
驚讚,失和,,,,,,,
變乖,叨唸,,,,,,,
歡笑,叨念,,,,,,,
歡叫,出錯,,,,,,,
護佑,出賣,,,,,,,
贏得,引爆,,,,,,,
嚴密,天譴,,,,,,,
顛峰,分贓,,,,,,,
瀟洒,分心,,,,,,,
寵幸,凶手,,,,,,,
鮮麗,冗員,,,,,,,
優游,公憤,,,,,,,
優化,內憂,,,,,,,
靜定,內疾,,,,,,,
辨明,井蛙,,,,,,,
積德,不實,,,,,,,
激奮,不符,,,,,,,
據理力爭,不淑,,,,,,,
儘力,不明,,,,,,,
適切,不均,,,,,,,
賢君,不合,,,,,,,
賜予,小覷,,,,,,,
潛力,小器,,,,,,,
寬慰,大敵,,,,,,,
寬廣,大禍,,,,,,,
領悟,大損,,,,,,,
銘心,土匪,,,,,,,
精讀,下挫,,,,,,,
精純,入侵,,,,,,,
福祉,一意孤行,,,,,,,
對味,,,,,,,,
奪魁,,,,,,,,
頌讚,,,,,,,,
雋美,,,,,,,,
誠意,,,,,,,,
聖河,,,,,,,,
聖子,,,,,,,,
感動,,,,,,,,
意趣,,,,,,,,
傳奇,,,,,,,,
開創,,,,,,,,
週到,,,,,,,,
發達,,,,,,,,
揚升,,,,,,,,
善業,,,,,,,,
善神,,,,,,,,
善性,,,,,,,,
善念,,,,,,,,
善事,,,,,,,,
善行,,,,,,,,
善目,,,,,,,,
雪恥,,,,,,,,
脫穎而出,,,,,,,,
盛會,,,,,,,,
現代化,,,,,,,,
清歡,,,,,,,,
清譽,,,,,,,,
清芬,,,,,,,,
清和,,,,,,,,
深思熟慮,,,,,,,,
淑女,,,,,,,,
推荐,,,,,,,,
悠游,,,,,,,,
從良,,,,,,,,
強韌,,,,,,,,
夠味,,,,,,,,
堅硬,,,,,,,,
堅守,,,,,,,,
高歌,,,,,,,,
高就,,,,,,,,
高崇,,,,,,,,
高才,,,,,,,,
起義,,,,,,,,
貢獻,,,,,,,,
浩瀚,,,,,,,,
效忠,,,,,,,,
悟道,,,,,,,,
恭候,,,,,,,,
恩寵,,,,,,,,
恩人,,,,,,,,
原諒,,,,,,,,
修長,,,,,,,,
重義,,,,,,,,
茁長,,,,,,,,
耐磨,,,,,,,,
耐看,,,,,,,,
耐心,,,,,,,,
美景,,,,,,,,
美人,,,,,,,,
相助,,,,,,,,
珍饈,,,,,,,,
珍本,,,,,,,,
活力,,,,,,,,
柳眉,,,,,,,,
柔雅,,,,,,,,
指日可待,,,,,,,,
拜讀,,,,,,,,
建設,,,,,,,,
建交,,,,,,,,
客觀性,,,,,,,,
威猛,,,,,,,,
厚德,,,,,,,,
勉力,,,,,,,,
勇毅,,,,,,,,
信服,,,,,,,,
信守,,,,,,,,
芳名,,,,,,,,
花容,,,,,,,,
肯切,,,,,,,,
爭光,,,,,,,,
明志,,,,,,,,
昇遷,,,,,,,,
昇級,,,,,,,,
旺健,,,,,,,,
拉風,,,,,,,,
承歡,,,,,,,,
忠恕,,,,,,,,
奉行,,,,,,,,
和樂,,,,,,,,
和好,,,,,,,,
取勝,,,,,,,,
迅速,,,,,,,,
良幣,,,,,,,,
良將,,,,,,,,
沃野,,,,,,,,
攻下,,,,,,,,
快速,,,,,,,,
志氣,,,,,,,,
宏規,,,,,,,,
孝弟,,,,,,,,
妙極,,,,,,,,
助力,,,,,,,,
利於,,,,,,,,
別緻,,,,,,,,
作美,,,,,,,,
至美,,,,,,,,
至孝,,,,,,,,
自愛,,,,,,,,
成名,,,,,,,,
屹立,,,,,,,,
安和,,,,,,,,
好處,,,,,,,,
名媛,,,,,,,,
名作,,,,,,,,
同情心,,,,,,,,
合諧,,,,,,,,
划算,,,,,,,,
全才,,,,,,,,
先賢,,,,,,,,
交心,,,,,,,,
正軌,,,,,,,,
可望,,,,,,,,
功效,,,,,,,,
充分,,,,,,,,
仙姿,,,,,,,,
尤物,,,,,,,,
升級,,,,,,,,
互愛,,,,,,,,
丰姿,,,,,,,,
不忍,,,,,,,,
大勢所趨,,,,,,,,
大刀闊斧,,,,,,,,
上進,,,,,,,,
顯威,,,,,,,,
讀熟,,,,,,,,
權威,,,,,,,,
轟動,,,,,,,,
躍登,,,,,,,,
攜手,,,,,,,,
釋疑,,,,,,,,
獻禮,,,,,,,,
嚴守,,,,,,,,
麗人,,,,,,,,
贈勳,,,,,,,,
釐清,,,,,,,,
邀請,,,,,,,,
聲援,,,,,,,,
幫忙,,,,,,,,
壓軸,,,,,,,,
隨喜,,,,,,,,
遵照,,,,,,,,
遵循,,,,,,,,
遵守,,,,,,,,
擔當,,,,,,,,
學識,,,,,,,,
魄力,,,,,,,,
調協,,,,,,,,
確認,,,,,,,,
確保,,,,,,,,
確立,,,,,,,,
潮流,,,,,,,,
樂昏,,,,,,,,
憐恤,,,,,,,,
廣沛,,,,,,,,
履行,,,,,,,,
增多,,,,,,,,
齊力,,,,,,,,
認同,,,,,,,,
粹取,,,,,,,,
福氣,,,,,,,,
實踐,,,,,,,,
實質,,,,,,,,
實現,,,,,,,,
預防,,,,,,,,
達成,,,,,,,,
遊興,,,,,,,,
跟進,,,,,,,,
補齊,,,,,,,,
補貼,,,,,,,,
補助,,,,,,,,
補正,,,,,,,,
補充,,,,,,,,
葳蕤,,,,,,,,
義舉,,,,,,,,
義行,,,,,,,,
群雄,,,,,,,,
稟賦,,,,,,,,
溝通,,,,,,,,
搶進,,,,,,,,
愛用,,,,,,,,
雅頌,,,,,,,,
開闢,,,,,,,,
開竅,,,,,,,,
開悟,,,,,,,,
開拓,,,,,,,,
逸趣,,,,,,,,
週延,,,,,,,,
超越,,,,,,,,
貴人,,,,,,,,
華宅,,,,,,,,
發憤,,,,,,,,
欽定,,,,,,,,
棋聖,,,,,,,,
惠賜,,,,,,,,
復國,,,,,,,,
奠下,,,,,,,,
創始,,,,,,,,
創見,,,,,,,,
造就,,,,,,,,
許多,,,,,,,,
盛行,,,,,,,,
深義,,,,,,,,
淑世,,,,,,,,
推動,,,,,,,,
推波助瀾,,,,,,,,
接納,,,,,,,,
得到,,,,,,,,
強化,,,,,,,,
專業,,,,,,,,
密實,,,,,,,,
寄望,,,,,,,,
堅信,,,,,,,,
培養,,,,,,,,
國威,,,,,,,,
健將,,,,,,,,
高票,,,,,,,,
高人,,,,,,,,
除臭,,,,,,,,
配合,,,,,,,,
神人,,,,,,,,
砥礪,,,,,,,,
真跡,,,,,,,,
真相,,,,,,,,
特景,,,,,,,,
特赦,,,,,,,,
效益,,,,,,,,
效力,,,,,,,,
捐助,,,,,,,,
悍衛,,,,,,,,
容納,,,,,,,,
娥眉,,,,,,,,
修志,,,,,,,,
修正,,,,,,,,
首推,,,,,,,,
重溫,,,,,,,,
重振,,,,,,,,
要者,,,,,,,,
美體,,,,,,,,
美意,,,,,,,,
看清,,,,,,,,
相愛,,,,,,,,
相符,,,,,,,,
相契,,,,,,,,
相信,,,,,,,,
盈實,,,,,,,,
珍品,,,,,,,,
春暉,,,,,,,,
恢復,,,,,,,,
後盾,,,,,,,,
建樹,,,,,,,,
建立,,,,,,,,
信念,,,,,,,,
信用,,,,,,,,
保護,,,,,,,,
保障,,,,,,,,
保有,,,,,,,,
長遠,,,,,,,,
迎擊,,,,,,,,
芳魂,,,,,,,,
糾正,,,,,,,,
知人,,,,,,,,
直躬,,,,,,,,
爬升,,,,,,,,
服務,,,,,,,,
明器,,,,,,,,
受獎,,,,,,,,
受教,,,,,,,,
制衡,,,,,,,,
具體,,,,,,,,
享年,,,,,,,,
防範,,,,,,,,
良知,,,,,,,,
良帖,,,,,,,,
決心,,,,,,,,
求助,,,,,,,,
更新,,,,,,,,
改革,,,,,,,,
妥協,,,,,,,,
妝點,,,,,,,,
吸引,,,,,,,,
克服,,,,,,,,
至親,,,,,,,,
多數,,,,,,,,
回暖,,,,,,,,
名劇,,,,,,,,
合契,,,,,,,,
合身,,,,,,,,
印證,,,,,,,,
全人,,,,,,,,
生機,,,,,,,,
玉指,,,,,,,,
永恆,,,,,,,,
永久,,,,,,,,
正事,,,,,,,,
打氣,,,,,,,,
平撫,,,,,,,,
包容,,,,,,,,
功俸,,,,,,,,
止跌,,,,,,,,
文才,,,,,,,,
引進,,,,,,,,
反饋,,,,,,,,
友誼,,,,,,,,
中道,,,,,,,,
大師,,,,,,,,
大志,,,,,,,,
大公,,,,,,,,
力取,,,,,,,,
人情,,,,,,,,
人才,,,,,,,,
了解,,,,,,,,
